Geneid	D-1
SGCD	0
PNPLA8	379
PDCD4	1187
MAP3K7	1124
TEK	3
NNT	1847
MEIG1	14
NSMCE2	428
LINC02125	0
MIR4719	0
SEPTIN1	70
EPB41L4B	0
BDKRB2	7
FAM92B	0
UBE2G2	3172
MAFTRR	0
LINC01229	1
LOC102724084	5
WT1-AS	0
LINC01227	0
ARLNC1	6
LYRM9	87
GDA	0
ANKRD13A	780
DAPK3	1032
LOC104968399	9
PKD1L2	0
MIR4720	3
MIR7854	1
MIR6504	0
LOC100129617	2
MIR8058	0
LOC101928446	6
LOC101928417	0
MIR3182	0
LOC102724163	1
DCP1A	356
HSDL1	637
ATG2B	232
KIF25	89
ZFP2	0
SUSD3	0
LOC654780	0
TLCD4	2
P4HA1	480
CNTF	0
HPX	3
ATP2C2-AS1	2
HCST	1617
MED13	628
TRAM1	2421
RNF133	0
KIAA0513	165
NPAP1L	0
LINC02139	0
MIR5093	0
ZNF417	17
NCLN	3658
MIR1910	0
SPRED3	28
LOC101928557	0
KCNJ3	0
MIR6774	0
LINC01082	6
LINC01081	0
LINC02135	0
LINC00917	0
PPIAL4D	0
FLJ30679	3
LINC02189	0
LINC02188	0
LINC02181	2
LOC101928708	0
LOC101928682	0
LOC101928659	64
IFNGR1	1173
CYP2C18	1
LOC101928737	0
CCDC183	20
LOC102724467	266
LRAT	0
MIR6775	7
CA5A	0
CGB2	0
ARHGAP19	1042
FOXN3	660
LOC400553	0
LINC02182	0
ZNF667	1
MIR5189	0
LOC100128882	3
ZC3H18-AS1	5
NONO	15747
SNAI3-AS1	42
DSC1	1
PRR18	3
C5orf51	424
ARF1	5687
SLC25A24	1112
MIR4722	0
LOC100289580	1
LOC339059	2
REG1A	0
RENBP	55
POLH	438
DNAH12	2
LOC101927793	1
RNF144A	176
ACAD10	343
NAXD	297
MIR455	0
LINC00304	1
LINC02138	1
AIPL1	0
WDFY3	163
LOC105371414	43
LOC101927817	0
SIGLEC12	1217
SNORD68	17
LIN7B	112
PIGBOS1	344
ERP29	4074
EPS8L2	6
MEI4	1
CD2	3
CD1D	13
VPS9D1	218
GABRB1	0
PPEF2	2
VPS9D1-AS1	28
VPS8	395
SLC9A3R1	3884
SHH	1
H2BC14	10
H2BC15	15
DDX3Y	0
TTC14	625
SNORA119	3
AFG3L1P	300
URAHP	0
EIF3CL	0
FAM157B	24
FAM157C	0
LINC02091	2
LPIN2	378
LOC105371430	0
EEF1AKMT4	459
EXOSC2	792
TRAPPC6B	161
DBIL5P	5
LOC101927727	22
NUTM2G	7
EED	499
IGFN1	0
MIR3183	0
GPAT4	1081
DLEU7	41
EEF1AKMT3	188
PITPNA-AS1	14
UFD1	2139
THRA	679
NID2	2
TMIGD1	0
WDR81	257
EPHX2	0
PLEKHG5	0
ARL2	303
AP2S1	3523
KANSL2	340
CCDC174	307
STK32B	0
LOC105371485	0
DPH1	201
HAUS8	531
AMER3	0
LOC101927839	1
MAJIN	0
PDE7B	32
SNORD91B	1
SNORD91A	1
LOC284009	6
SPARCL1	0
MIR6776	0
LOC105371592	107
LOC101927911	1
LOC100288728	0
OR1D4	0
OR3A4P	0
LOC105370980	0
GPAA1	2014
TSC22D2	380
ITGA2B	26
DHCR7	3382
IMPG2	1
RPS2	27754
RPN1	7055
FCGR2B	16
SQSTM1	1080
P2RX5-TAX1BP3	11
SMIM29	416
TYMS	2065
LRRIQ3	1
TOR2A	530
DVL1	1385
PPM1E	3
LEPROT	469
KNTC1	599
METTL16	407
PRRG4	0
LINC01975	0
KIFBP	406
PRPF31	2562
LOC103021295	0
CCNE1	175
LINC01996	0
LOC101559451	19
GAS8	3
ASAP1-IT1	0
RPL38	14542
ZMYND15	1
GAGE12I	0
GAGE6	0
GAGE5	0
GAGE2C	0
HTR3B	0
RIN1	202
OR10J1	1
MT1E	711
BRCA1	971
TRO	0
TSPY8	0
ZCCHC8	535
HRNR	0
LIPJ	1
LCN8	0
NFIL3	343
VWA5B2	8
GPR25	13
MIR6864	0
MIR6865	0
CFAP58	15
LOC101928000	37
LOC100130950	0
SCIMP	0
IFTAP	135
RND1	17
RBMXL2	0
VENTX	0
SULT1B1	11
COG8	157
RPAIN	580
PAK4	781
ATP6V1C2	43
PCCA-DT	0
CACNB3	164
GBE1	751
LOC339166	0
BRD9	1247
TKTL2	0
FSCB	0
MYCBPAP	4
TPPP3	0
MAN1B1	757
CPA4	0
MIR4520-1	0
MIR4520-2	0
ALOX15P1	0
LIM2	0
DDX11	1090
ACAN	0
SNX11	324
ARPP19	2720
DPF2	1293
ALOX12P2	12
ALOX12-AS1	23
RNASEK	15
RNASEK-C17orf49	0
MIR497HG	2
ALDH4A1	744
ZNF280A	0
SRXN1	331
TRAPPC5	1595
CEACAM1	10
MTARC2	0
MIR1-1	0
MIR9-2	0
WFDC21P	0
SLC9A9	23
FSIP2	0
DNAJC30	192
COQ5	752
NOA1	573
KCNT1	2
CLSTN3	236
USP34	535
MFAP5	0
ETV2	15
TMEM256-PLSCR3	1
SPEM3	0
SPDYE16	0
CAPN3	624
AGTPBP1	451
ME2	2381
NCAPD2	4355
PLPP1	79
SENP3-EIF4A1	2
C5orf38	0
SNORA48	11
SNORD10	37
SNORA67	53
KCTD13	317
MPDU1	705
ATP6V0D2	18
SNRNP48	418
HAUS5	873
FMR1NB	0
NPAS4	0
FBXO4	249
DLD	3065
GLCE	124
MLN	0
EIF2S1	2750
MRPL15	1391
ELP3	422
RPL29P2	0
LRP1	5
RALA	1427
NAT8B	0
SMC2	1598
SAT1	1175
NFATC1	122
SCARNA21	4
RNF227	52
ZSCAN22	92
ZFYVE27	625
EYA1	16
NDUFAF4	1177
PRRG1	0
MYOM2	15
MIR4314	0
MIR6883	0
HHLA1	0
MIR4521	1
OSGIN1	46
C6	0
ACACA	948
NUBP2	1773
DCLK1	0
FEZF1	0
HAPLN4	0
LOC100128288	0
POM121	1168
PALLD	256
ANKRD24	19
ELOA2	0
CNTFR	0
MIR143	0
MIR142	85
MIR141	0
MIR140	0
MIR133A1	0
MIR132	0
MIR130A	0
MIR125B1	0
MIR124-3	0
MIR124-2	0
MIR124-1	0
MIR122	0
MIR27B	0
MIR15B	0
MIR1225	0
LOC101928266	3
F9	0
NOM1	790
SDCBP2	0
GATA5	0
MMP24-AS1-EDEM2	37
SLC22A23	52
MYHAS	0
FXR1	2940
ACAA2	1069
TSHR	0
NPIPB2	0
MYL5	69
KCTD11	39
IL27RA	505
TMC6	1769
MAGOH2P	4
TMEM220-AS1	0
MIR1288	0
STXBP5	340
ZNF18	78
DEF8	738
LINC00670	0
LOC100128006	0
PRMT5	1261
SLC14A1	13
MIR1269B	0
GPX4	6969
INHBC	2
PCDH20	0
LINC02093	0
MIR548H3	0
CDRT15P1	7
COX10-AS1	55
MGC12916	0
LOC101928475	0
CDRT7	0
CDRT8	1
UPF1	2258
MIR4731	0
CDRT3	0
TAF12	736
SMG6	133
PRAMEF9	0
CDRT15P2	0
MEIS3P1	1
LINC02087	0
IGLON5	2
SNORD163	1
N4BP2L2	497
DNASE1L2	49
SNHG29	5813
SNORD49B	2
SNORD49A	2
SNORD65	5
YWHAB	5464
USP32P1	264
KRT16P2	0
KRT17P1	0
TBC1D27P	0
LOC284191	0
LINC02090	0
FAM135A	436
GLS2	1
ZDHHC1	0
CMTR2	206
SLC29A3	240
MBD5	56
ZNF628	246
RRP36	744
SMCR2	0
RAI1-AS1	1
SMCR5	1
GMNN	3106
MIR6777	0
C1orf141	0
ARPC4	3784
SECTM1	0
RBBP7	5102
SEC14L1	567
UQCRFS1	3753
SMAD5	410
CCIN	0
NPHS2	0
TAB1	809
TSNAX	689
CD2BP2	1178
RFX5	706
LCE1C	0
NEXN	5
PDLIM2	1048
NPPB	0
MIR6778	0
LINC02076	21
KRT17P5	0
KRT17P2	0
KRT16P1	0
GOSR1	621
USP32P2	0
CCDC144B	19
ATL3	1059
CD79A	233
WDR53	343
TCTEX1D2	352
SMCO1	0
HORMAD2	0
C16orf82	0
ZSCAN18	0
SEL1L3	0
RELL1	313
SIGLEC9	14
CDH3	0
DNAJC11	928
ICA1L	52
SNORD3B-1	0
SNORD3B-2	0
LOC79999	0
LOC388436	0
SNORD3D	8
LRP5L	84
SNORD3A	1260
SNORD3C	2
EPN2-IT1	0
EPN2-AS1	0
CDCA8	2214
TNFRSF1B	682
NPRL2	591
EXOC5	810
FAHD2A	479
PARD6A	136
FOXK1	1233
KDSR	550
RARA	243
MIR373	2
CPD	1116
VLDLR	373
BPNT1	628
PRAMEF7	0
CCDC144CP	1
USP32P3	12
NOS2P3	0
KRT16P3	0
LINC02088	4
LOC100287072	0
LINC01563	0
XRCC3	789
RAE1	637
UBBP4	27
FAM27E5	0
FLJ36000	0
LOC105371703	0
MIR4522	0
ALG3	1899
TBC1D3P5	0
NAALAD2	15
RBL1	473
LINC01992	0
PYY2	20
PPY2P	0
KRT18P55	0
ZNF649	10
S1PR1	0
ZNF444	830
MIR4723	0
C11orf95	370
RIBC1	3
JAK1	1292
CDH6	2
OR10H3	0
SPAG5-AS1	4
DOK5	0
ALDH1A3	0
GSTT1	4
GOLGA8S	1
LRRN2	0
CDH22	0
SNORD42B	2
SNORD4A	22
SNORD42A	9
SNORD4B	2
ANKRD36B	66
MC5R	0
CLPP	3104
GGT6	0
MRPL33	2820
SZRD1	3325
SLC25A21	0
MIR451B	0
MIR4732	0
ACTN3	0
LOC101927018	0
TRIM24	727
ZGPAT	257
LRRC14B	0
MYO5B	2
NMNAT1	345
SLC23A1	15
ASGR1	80
DBF4B	478
ARL15	165
GAR1	1182
SLC18B1	15
MIR4523	3
TP53I13	200
PRKAR1B-AS1	226
AOX1	23
CORO6	72
CRBN	363
MAB21L2	0
COLEC10	0
IFITM2	5023
FBXO42	509
RIN2	4
ZNF765-ZNF761	0
MIR3184	0
RICTOR	260
ARHGAP39	2
CMC4	149
SMURF2P1-LRRC37BP1	218
SH3GL1P2	1
SUZ12P1	445
CRLF3	377
CD3G	0
CDH12	10
DPRXP4	1
LOC646030	1
MIR4733	0
CUZD1	0
ERCC6	52
CRABP2	27
ATP4B	0
STON1	23
USP17L22	0
USP17L21	0
BCL9	145
FZD3	0
CMTM8	92
ASB8	348
MIR4724	0
PIMREG	455
VIM	1616
GRAMD1C	47
SH3GL1P1	4
LOC105371730	9
TERF2	502
URB1	823
PAN2	299
AWAT2	0
ARGFXP2	3
PTH	0
CCDC62	10
RPRD1A	1483
PCTP	470
MPI	1330
OR52H1	0
SPACA3	0
AA06	0
LINC01989	2
CYP1A2	0
KCNB2	0
GTF2H1	530
GRPR	0
RAD51L3-RFFL	0
GALNS	236
CCNF	1241
NLE1	741
APOC1	0
WARS2	301
PPIAL4C	0
LOC107985033	0
SNHG30	544
SNORD7	1
CTSF	0
PDCD10	956
AZIN1	2455
MRNIP	48
LRRC37A8P	15
AGFG1	575
TGIF2-RAB5IF	0
CYBRD1	221
CCL15-CCL14	0
CCL4L1	0
PLET1	0
RNF212B	2
FLCN	234
FTH1	2228
MPP3	0
GULP1	0
BCL6	22
UPF2	889
CHST11	2070
MOCOS	0
SCN10A	1
LHX1-DT	0
MIR2909	0
FBXO36	34
SYNPR	0
C17orf49	0
NUP93	1830
DAAM1	81
KDF1	5
UHRF2	856
SNORA90	1
RYR1	2
FBXO39	0
NCOA4	2346
RLBP1	0
MIR378J	0
YWHAEP7	0
HNRNPCL1	0
AADACL4	1
SLC34A2	0
FAM155B	0
SEMA4G	11
REEP4	1460
SNX22	17
DNAJC6	232
NEMP1	523
DLX4	101
WDR82	3321
CAMKMT	120
ULBP1	120
WDR12	1125
ZNF701	15
CASC15	4
LIMD2	1149
AOAH	37
KIR2DS5	0
KIR2DS1	0
LOC107985939	7
MIR4734	1
NMT2	676
MIR4726	0
LOC100287808	5
MIR1247	0
MIR1299	0
MIR1294	0
MIR1236	0
MIR4727	0
ATE1	279
SNORA21B	5
SNORA21	9
KRTCAP2	882
MIR6779	0
LINC00672	18
BNIP5	31
LINC02079	0
LRRC37A11P	0
RDM1P5	2
RGN	0
METTL7B	53
YTHDF1	833
PLA2G12B	0
ZCCHC14	523
GALR1	0
CCL7	0
FAM9A	0
MYADML2	6
INTS4	446
TADA2B	456
ID1	91
MIR4728	0
MIEN1	1629
SDHC	1097
CTPS2	0
CYP11A1	0
CACNA1D	6
ITPRID2	546
SCAI	144
RNF223	0
TDRD3	248
ZFP64	73
TNFRSF13B	0
SYNGR4	5
FANCI	2045
WDCP	227
PLEKHO2	405
SIPA1L1	163
C1orf146	8
C1orf94	0
MIR6884	1
SNORD124	2
FRG2B	0
MIR6866	0
MIR6867	0
SGSM2	523
GRSF1	1635
GYPE	0
RARA-AS1	0
RAB13	2
PRKN	0
IGSF8	369
ITIH5	0
HLA-DPB1	5
WDR70	835
TMEM87B	301
EMILIN2	128
KRTAP9-9	0
MAP3K19	0
GATAD2A	2354
LRRC2	0
LOC100505782	0
SARDH	41
ASPHD2	101
MIR6510	0
ATP6V1H	588
CLEC3B	20
KRT42P	2
C22orf39	838
PMEPA1	47
ALDH7A1	0
NT5C3B	0
AP5S1	276
RIOK2	553
PA2G4	6238
MREG	192
CPPED1	422
IER5	849
DNAJC27	80
STK26	3902
PEX6	1288
GPX7	21
PWP2	0
CATSPERG	26
CCDC54	0
CARD6	72
DNM3	32
PPP1R16B	1
GADD45GIP1	2502
MIR548AT	0
MIR5010	0
LOC108783654	117
ZFYVE21	186
PTPN22	296
MAGEA2	0
SMAD4	950
NIPSNAP3A	523
ALDH16A1	2417
MIR6780A	0
RAMP2-AS1	0
VILL	264
MIR6781	0
ZNF282	757
AOC4P	0
LINC00671	98
PTGES3L-AARSD1	0
C4BPA	0
SLC37A1	339
ZDHHC6	961
CTXND1	9
WRNIP1	804
SPC25	687
SLF1	305
PGBD3	0
NBR2	60
LOC101929767	8
ITGA8	5
PKDCC	0
CCDC200	15
LINC00910	140
MIR2117HG	0
MIR2117	0
NT5DC4	2
ATP6V1G3	0
TIMM23	1019
OR2A14	0
ARSL	0
LGALS3	79
MIR488	0
PCAT6	26
HDAC2	6527
STKLD1	7
SLC25A14	190
DUXAP9	63
ZNF818P	23
LINC00473	0
LINC00520	0
CXorf51A	0
LRRC8B	90
PPM1F-AS1	50
LOC101927572	42
PDP1	235
OR2J3	0
FAM215A	0
LINC01976	0
LOC105371789	1
TNFSF11	1
CEP19	82
TBC1D14	321
C14orf93	135
GNGT2	18
LOC102724770	0
CSTB	1998
COL1A1	46
MIR6782	0
RUNDC3A-AS1	1
GZF1	347
FAM153CP	4
GDF9	15
SDR42E1	4
ZBTB47	170
PPP6R1	9241
LINC01180	0
SOX9-AS1	0
ANKRD44-AS1	0
FLRT3	1
GCNT3	0
DLG5	181
CCDC106	186
MYH10	423
ABCB9	82
PLAC8	72
POC1A	872
B3GALNT2	378
DCAKD	633
EEF1AKNMT	792
SPEN	692
MIR6784	0
GIMAP4	0
BRIX1	1445
TDP1	552
LOC105371795	4
LOC339192	49
UAP1	343
MAP3K14-AS1	52
MIR4315-1	0
MIR4315-2	0
LRRC37A4P	129
ARL17A	50
MAPK8IP1P2	0
LINC02210	169
NALCN	6
UMODL1	8
PRR14L	517
NECTIN1	246
NDUFAF2	797
XXYLT1	936
MAPT-IT1	1
PLAC9	2
KLK11	0
KANSL1-AS1	1
ARL17B	51
NSFP1	1
HMGB1	14047
CEBPE	154
CDH5	0
MIR5089	0
RANBP10	212
LAMTOR4	3082
CYP2B6	0
RBPJ	2111
HSP90AA1	37385
APOBEC3C	1017
RAB5IF	505
THCAT158	19
B3GNT6	28
C2orf15	11
MRPL45P2	50
HELQ	125
IDH1	3138
RCSD1	1509
RBBP8	845
VGLL3	3
LOC102724532	21
SP2-AS1	5
KRT85	0
ZDHHC14	251
UBN2	211
SETD2	903
NKX2-1	0
RTL1	0
CCDC152	5
NCSTN	489
MIR1203	0
LOC101927166	0
HOXB-AS1	0
MINPP1	394
CLVS1	2
MIR3185	0
RNF224	4
LOC105371814	37
XPA	329
ZUP1	257
PSORS1C2	0
PPID	716
FLJ40194	0
MIR6129	0
HNRNPAB	9514
DHX9	4614
LOC102724596	4
ZNF850	53
LINC02075	0
LOC100288866	0
MIR6165	0
SUSD1	9
OR10G8	0
OR11H6	0
PICART1	0
CUBN	29
LINC01969	0
TMEM92	97
TMEM92-AS1	8
IL12A	104
DUSP4	177
RNASE7	0
LTB4R2	15
TTC16	0
HARS1	1652
VAV1	2481
LOC101928985	0
RSAD1	1508
TGM3	0
PIP4K2B	1368
LOC105371824	0
CACNA1G-AS1	3
TBC1D16	764
THBD	48
C4orf36	9
INSL5	0
PXYLP1	292
PGAP4	0
GINS4	615
FAM76B	398
NICN1	238
SLC25A33	578
FBXW9	197
GALP	0
ZNF641	64
DHRS13	517
TMED6	15
CRYGN	0
NOL4L	158
DCP2	1216
KCNE4	1
CDCA5	3241
CT45A2	0
RB1-DT	3
SPPL2C	0
EXOC8	168
C12orf60	25
MIR8059	0
NOL12	934
TOB1-AS1	41
NXPE4	0
CPEB2	137
STAT3	1423
ABRA	0
TMEM269-DT	2
TNFAIP6	1
LINC02071	0
LINC02072	0
LINC02073	0
LINC01982	0
LINC02089	0
ZNF507	281
ATR	344
RSPO4	5
MTVR2	2
SP140L	86
RNF126P1	1
ZNF638	887
LPAR3	0
LOC101927557	0
LOC101927539	0
AK3	1556
LOC101927666	1
ZBTB2	450
SHROOM3	186
MSX2P1	1
ILKAP	794
BCL2L14	0
RASL10B	0
ALK	0
PSPN	11
TSPOAP1-AS1	40
MIR4736	0
CDCA7	1136
MIDN	451
FITM1	11
RPRML	7
EFCAB1	0
CSN1S2BP	0
WASH5P	2
SERHL	20
USP17L6P	0
NRBP2	124
NSUN5P2	18
NSUN5P1	629
ZNF474	2
ZDHHC23	290
DGKD	1063
USP17L15	0
SRI	1375
GLYATL3	0
C12orf29	402
LILRB3	11
PTPRT	1
ADAT1	289
RIMKLA	0
MIR4729	0
LINC01476	0
CCT8L2	0
TNFSF8	2
PLP1	3
ADGRB2	4
KAZN	228
CSAG1	0
INPP5K	264
TMEM229A	0
PIP5K1A	577
RNF217	0
TBC1D3P1-DHX40P1	1
RNFT1-DT	8
MIR4737	0
LOC105371849	3
LOC653653	30
ADPGK-AS1	3
LAPTM5	4461
CSF2	0
CRH	0
SCARNA20	6
KRTAP4-4	0
PARD6B	27
LYZL1	0
BOK	1
LINC01999	0
CD300H	0
MAP1LC3B2	97
LOC101927855	1
TBX2-AS1	0
RAD51B	60
IL9	0
IL3	0
C7	0
TBC1D3P2	0
EFCAB3	0
S100G	0
CH25H	0
CAPN5	64
SYN1	0
FABP3	15
LOC105371855	0
FAM171A1	13
KCNK6	853
AURKC	7
ZNHIT2	128
GCA	245
SHROOM2	1
MNS1	228
HIGD2B	0
ALOX15B	0
CWF19L1	821
LOC729683	23
MALRD1	2
KCTD2	338
VSIR	1506
ELFN2	95
TCAM1P	0
MGAT5B	9
ZFP69	40
NAALADL1	8
RPL7	8909
PRR29-AS1	2
SNHG25	134
SNORD104	397
SNORA50C	84
MLST8	2283
CCNYL4	0
MIR3064	44
MIR5047	140
STMN1	16740
LAMC2	0
ARHGAP27P1-BPTFP1-KPNA2P3	152
ARHGAP27P1	212
MIR6080	0
PLEKHM1P1	79
LRRC37A3	272
AMZ2P1	201
LOC100507002	11
ANO8	217
TAF9	1075
LINC02563	0
SAG	3
CCRL2	31
DRD5	0
DRD4	23
OR5D14	0
OR14I1	0
H2BC12	698
NBL1	0
CRLS1	1207
HNRNPD	13222
TGIF2LY	0
LOC101928021	5
CYSRT1	17
MIR548AA2	0
MIR548D2	0
ECM2	1
SNORA38B	0
WDR24	351
FHL5	0
PIGA	270
RHCE	10
LINC00674	2
ARHGAP27P2	2
KIF5C	22
F11	0
GCK	2
LSM14A	2778
KIAA0930	5122
TMIGD3	3
ADAM11	70
NET1	1254
LINC01279	9
ERICH2	80
LOC101927318	0
MIR302D	0
MIR302B	0
MIR26A2	3
LINC01561	0
ASB16-AS1	160
SLCO4A1	463
MTUS2	0
MIR635	5
VXN	0
CCDC110	1
LINC01482	3
MEX3D	982
ARHGAP15	307
ABCA9-AS1	0
ZBED1	0
REPS2	37
MIR4524B	0
MIR4524A	0
MFSD14A	928
PRO1804	0
SH3GL1	1515
CITED2	2568
KCNH8	1
ACP4	11
TMX4	1150
LOC105371880	0
LINC01497	0
LINC01028	0
ZNF776	194
KCNJ2-AS1	0
CASC17	0
ROCR	0
LINC01152	1
LOC102723517	0
LINC02097	0
LINC02003	0
MIR761	1
TFAP2C	0
TERF1	621
HTR2C	14
GPSM2	656
NDUFA13	5778
ABHD17A	1582
FCGR3B	0
TMEM126A	480
CXCL9	0
MIF	0
SETDB2	141
ZNF343	179
LOC101928251	0
LINC00469	0
LINC02092	2
REG3G	0
MGC16275	0
IGSF10	143
MYOM3	0
BATF	663
ZBTB21	293
MRPS23	1899
MRPS17	381
C8orf33	1303
LOC100130520	0
FAIM2	0
XRN1	339
LOXHD1	2
MIR3615	0
JAKMIP1	0
EBLN1	0
RPL6	12216
KCNJ15	5
INAFM2	890
MT1G	2873
RBM14	1125
RNF125	419
C18orf21	249
ZCCHC9	636
HID1-AS1	0
NRTN	20
EEF1A1	50460
BANF1	4471
DUS2	275
HGSNAT	194
TGM2	3
SLC6A14	28
MNAT1	184
TOX	168
LOC100287042	27
MIR3678	0
NDUFB8	4584
VPREB3	5
BPIFA2	0
MIR6785	0
OR5V1	0
PDRG1	1181
CLPB	1216
SLITRK5	0
SETBP1	10
NXF1	796
FBXO28	269
SMIM5	4
SAP30BP	1232
MIR4738	0
RUNX1	1330
UNK	544
SEC22A	316
SNX31	0
POLG2	316
HEXIM1	1145
ST6GALNAC2	4
TEN1-CDK3	6
SLC35B1	1396
MIR346	0
MIR324	8
MIR325	0
MIR331	0
CD9	10
BMI1	284
HOXB2	1
DHRS7	499
SLC66A2	2472
PTGES2	1403
ZFYVE1	143
RNF157-AS1	4
NME1	3191
PNP	2927
RFX6	0
SLC35B4	607
BTLA	7
LUM	2
SNRNP40	2622
SBK1	60
SNORD1C	0
SNORD1B	0
SNORD1A	1
LOC105274304	1
ZFAS1	1761
TTF2	1092
PSMB11	0
MIR636	1
COMMD10	459
PRR20D	0
KRTAP25-1	0
SLC25A48	0
LINC02080	1
LINC00868	1
YEATS4	815
CBLIF	0
LOC105371899	0
BAGE5	0
BAGE2	0
HAUS4	917
SCARNA16	0
MIR6516	0
WDR49	5
RSPH10B2	0
SEPTIN9-DT	0
TTPAL	86
RBPJL	6
NDUFB5	1937
LOC400622	0
LOC100507351	1
LINC01987	0
LINC01973	2
DNAJC3	794
DTWD1	569
C5orf47	0
DENND10P1	105
MUC5AC	0
EEF2K	504
HMGN1	8972
TMA16	903
CPSF1	2911
AFMID	191
LINC01993	0
LOC101928674	3
WNT2	0
APOBEC2	8
UTS2	0
DNAH17-AS1	2
SCAT1	18
SERINC5	142
ZNF555	51
C1QTNF1-AS1	0
XG	0
SNTB1	1487
ABHD14B	964
LINC02078	0
LINC01977	2
LINC01979	4
LINC01978	0
TMEM260	121
MIR1268B	0
HIC1	16
GPER1	7
GPR18	14
NRAP	0
FRMD5	21
GAMT	1719
PRSS56	0
SH3BGRL3	3743
MARCKS	3544
MAN2A1	459
OTOF	310
SLC25A3	9936
TAFA1	0
ZNF136	102
TEPP	0
IGSF3	0
MIR4730	0
LOC101928855	0
LOC400627	3
LOC114841037	0
MIR657	0
MIR1250	0
TGFBR3	89
EVA1B	252
LOC105371925	5
GXYLT1	2139
LINC00482	7
PTRH1	0
MIR4740	8
MIR3186	0
KMT2D	1083
MIR6724-1	0
MIR23B	0
LINC02735	0
LOC105370362	3
MEIKIN	0
ZMIZ1-AS1	14
ARL16	706
MIR6786	0
PIP5K1B	44
CAGE1	4
MBNL3	689
CD177	0
DAZ3	0
HDX	36
KCTD16	1
KLHL4	1
FAH	2069
AGPAT1	0
GLDC	18
BLK	5
BHMT	2
KLHL1	1
CEP57L1	549
ZNF354B	0
EHBP1L1	1275
SNORD134	4
LOXL4	0
MIR6787	0
LINC01970	24
SRGAP1	50
EVX2	0
TAX1BP1	2179
COX6B2	5
ST8SIA6-AS1	0
DEFA3	0
GOLGA8Q	10
TMEM74B	0
MIR4525	0
LOC101929552	1
RPL23AP87	5
ACTG1	29723
ZNRD2	922
CXCL12	0
COL5A1	1
GIPC1	1802
ALKBH3	84
MGC70870	0
LINC02564	0
LOC102723376	0
ROCK1P1	2
MIR8078	0
SLC4A11	111
LINC01925	0
SLC35F5	440
SRSF7	6002
RBM6	1412
LINC01904	0
LINC00470	3
CBX3P2	10
SULT2A1	0
C3	21
FBP2	0
LOC727896	76
SFT2D2	572
LINC01895	0
ZFP69B	5
PDHA2	0
PRKCE	143
PHF2	390
SLCO6A1	0
DLGAP1-AS1	4
DLGAP1-AS3	0
MIR6718	0
DLGAP1-AS4	0
DLGAP1-AS5	1
LINC01892	0
LINC00667	756
TEX11	0
EPB41L3	214
TOPAZ1	0
MIR3976HG	0
MIR3976	0
CARD17	0
IFITM5	0
LOC105373311	16
SNHG15	915
LINC-ROR	0
NCAPH	2046
L3MBTL4-AS1	18
MIR4317	0
LINC01387	0
PRPF3	830
LOC101927188	0
KLHL2	301
LOC100192426	0
GACAT2	0
SPTB	14
NDUFV2-AS1	17
TTC39C	530
PPP4R1-AS1	9
TTC21B	157
LINC01254	0
LINC01887	0
LOC101927410	0
MIR6788	0
LINC01928	0
LINC01255	0
MIR7153	0
MRPL10	774
ATG4C	360
CD47	1659
KCNS1	1
CA11	123
C18orf61	0
LRRC15	1
VPS35L	228
PRELID3A	52
LOC105371998	13
ATP13A3	2177
KCNS3	1
LINC01882	49
METTL7A	489
C4orf45	1
FGD5	3
MKRN2	765
TGM1	16
C18orf15	0
LDLRAD4-AS1	0
MIR5190	0
MIR4526	0
LINC01287	0
ANKRD20A5P	0
CYP4F35P	0
CXADRP3	0
KCNC2	0
ZNF483	1
MAGEB6	1
MIR3156-2	0
LINC01443	0
LINC01444	0
LOC644669	0
ATP5F1B	18947
ABHD3	700
NYX	0
TLNRD1	2490
MIR133A1HG	0
MIR1-2	0
GATA6-AS1	0
LOC101927571	4
MIR4741	0
PBX4	23
C2CD4C	0
SIRT7	900
HSD3B7	13
SAR1B	660
GGNBP2	1245
SLITRK1	2
TBC1D21	0
SAA1	0
ZNF260	168
ZNF529	105
ZNF540	0
GADL1	3
CRNKL1	305
C9orf43	6
GSTP1	11243
TTC39C-AS1	14
GPRIN1	0
SLC3A2	33115
PJVK	20
LINC01915	0
LOC105372028	0
LINC01894	0
PRPS2	1093
LY6E	3362
LINC01543	0
CCSER1	0
TUT7	134
MIR8057	0
DNAH17	41
AQP4-AS1	1
LOC105372038	0
TRMT2A	1111
MIR302F	0
KLRC2	1
KLRB1	12
DSCAS	0
DSG1-AS1	0
PTH2R	0
BLID	0
LAMTOR5	2065
DSG2-AS1	0
NDUFA8	1251
RNASEH2A	2454
ATOH1	0
TRIM6	0
HIGD2A	1187
NUDT22	761
WBP11P1	5
CLIC4	1816
CHMP2B	580
DIS3	1180
MAPRE3	76
MYL12A	3839
YBX2	2
PHKG1	33
SCRG1	1
OIP5	536
SETD4	291
MKNK2	2508
ZNF271P	357
GNPAT	913
PPA1	4926
MIR3975	0
LHCGR	0
MIR187	0
MIR3929	0
MAP3K5-AS1	7
OR2M5	0
AKAP14	4
DAAM2-AS1	0
HIPK2	377
CYP26A1	3
SMURF2	240
EXOSC6	494
RAD51C	820
LOC101927809	0
LRP3	1978
RPL28	33346
UBR2	392
LCMT2	264
TRIM14	427
LOC105372071	0
LOC105372069	0
KLHL20	137
TRIM22	296
HPS4	698
CHCHD6	488
ROPN1B	0
HSPBAP1	133
DEPDC7	0
