chr	start	end	names	pval	qval	genes
chr10	102766459	102766459	cg18360825	0.0055831448221606	0.387900914747857	LZTS2
chr10	13708239	13708239	cg00246402	0.0055868086703931	0.387920763545925	FRMD4A,RP11-295P9.3
chr10	125732373	125732373	cg06946708	0.0055889677189861	0.388006176288567	
chr10	1130391	1130391	cg09753778	0.0055916859762498	0.388033650168114	WDR37
chr10	35069983	35069983	cg06832449	0.0056013145514703	0.388321144237402	PARD3
chr10	5705038	5705038	cg04329659	0.0056330991866726	0.389146261831345	ASB13
chr10	133748026	133748026	cg21750602	0.0056696115245209	0.390135589595154	PPP2R2D
chr10	125807504	125807504	cg09595290	0.0056764454849412	0.390445036684835	CHST15
chr10	134481297	134481297	cg22900057	0.0057488911090311	0.392629479501603	INPP5A
chr10	134570284	134570284	cg07605938	0.0057760951848967	0.393412127108677	INPP5A
chr10	13771107	13771107	cg20152304	0.0057955675239039	0.394031773306742	FRMD4A
chr10	120354249	120354249	cg11705975	0.0058417561067931	0.394842683917609	PRLHR
chr10	7709738	7709738	cg10119075	0.0058474655830693	0.395020274461506	
chr10	392646	392646	cg06968641	0.0058661142428862	0.395492313149156	DIP2C
chr10	698162	698162	cg20436707	0.0059631011501023	0.398481694277706	DIP2C,PRR26
chr10	7564402	7564402	cg10983206	0.0060173415941515	0.400313029933323	
chr10	43904864	43904864	cg24947258	0.006072740318617	0.402025008813017	
chr10	128076941	128076941	cg05181041	0.00610620485947	0.403133448777307	ADAM12
chr10	14529831	14529831	cg04926904	0.0061074576899637	0.403136330052756	
chr10	50817651	50817651	cg26813646	0.0061649548605153	0.404836430517396	CHAT
chr10	128994432	128994432	cg03242819	0.0061686643093841	0.404868155054834	DOCK1
chr10	102767508	102767508	cg00036732	0.0061942015737721	0.405502280038503	LZTS2,PDZD7
chr10	42777526	42777526	cg14514393	0.0062349920709436	0.406854418549638	
chr10	131566729	131566729	cg00239899	0.0062406687577241	0.406938757537668	
chr10	25464419	25464419	cg14390758	0.0062649375394402	0.407566850873948	GPR158,GPR158-AS1
chr10	104535276	104535276	cg00037952	0.0062677218326957	0.407574570237962	WBP1L
chr10	118899407	118899407	cg25496678	0.0062665266433215	0.407574570237962	
chr10	367491	367491	cg01373599	0.0063027568700402	0.408778890733764	DIP2C
chr10	43429459	43429459	cg17053251	0.0063028878867645	0.408778890733764	
chr10	25273116	25273116	cg05845435	0.0063113916041364	0.408932944226628	ENKUR
chr10	125651549	125651549	cg05801246	0.0063313826465358	0.409471206291849	CPXM2
chr10	135159002	135159002	cg06950844	0.0063486956953241	0.409688235883756	ZNF511
chr10	131843725	131843725	cg07366506	0.0064081498156039	0.411127638762229	
chr10	131686486	131686486	cg05734295	0.0064304481535258	0.411697516539201	EBF3
chr10	50976571	50976571	cg14156751	0.0064583378744936	0.412566150001322	
chr10	103536348	103536348	cg06169131	0.0064888218238978	0.413500586451288	
chr10	133558893	133558893	cg20568497	0.0067547573151859	0.420756396301962	
chr10	23632741	23632741	cg23956260	0.006785364705553	0.421624205195252	C10orf67
chr10	105110879	105110879	cg25481680	0.0067852656021972	0.421624205195252	PCGF6
chr10	1438165	1438165	cg06182978	0.0067883750909648	0.421682135611493	ADARB2
chr10	88296809	88296809	cg22568451	0.006826742768311	0.422561011657902	
chr10	391398	391398	cg04536319	0.006864623463247	0.423111196287956	DIP2C
chr10	22048367	22048367	cg07015081	0.0069098770701529	0.424404944313064	DNAJC1
chr10	2776040	2776040	cg09899989	0.0069115793367745	0.42441554754906	
chr10	126312411	126312411	cg20166919	0.0069317040833242	0.424964433208785	FAM53B,RP11-12J10.3
chr10	133784930	133784930	cg23606392	0.0069563499957664	0.425632016506513	BNIP3
chr10	134477333	134477333	cg13335709	0.0069605834522602	0.425797483951993	INPP5A
chr10	135044856	135044856	cg00646347	0.006993285223942	0.426766648452434	UTF1
chr10	134023618	134023618	cg15089794	0.0070264868155884	0.427643666061381	STK32C
chr10	13708083	13708083	cg23731992	0.0070332333279278	0.427798183929256	FRMD4A,RP11-295P9.3
chr10	50118141	50118141	cg08385211	0.0070388883396235	0.427986338730959	LRRC18,RP11-523O18.7,WDFY4
chr10	1668948	1668948	cg20299776	0.0071128424341098	0.43038415439317	ADARB2
chr10	90093521	90093521	cg14349937	0.0072053251813241	0.433107914156504	RNLS
chr10	104597865	104597865	cg24934431	0.0072189142608758	0.433665165519141	PFN1P11
chr10	24496599	24496599	cg18829521	0.0072295711417099	0.433989347724545	KIAA1217
chr10	127461256	127461256	cg14763972	0.0072471074386335	0.434448879041338	MMP21
chr10	125732788	125732788	cg09744068	0.0072654758443537	0.434676618062107	
chr10	106096153	106096153	cg19939250	0.0073069670071301	0.435881409526118	ITPRIP
chr10	88022744	88022744	cg04582294	0.0073318759229525	0.436492197638297	GRID1
chr10	1585346	1585346	cg10544696	0.0073352797835031	0.436601497247181	ADARB2,ADARB2-AS1
chr10	65733388	65733388	cg19573236	0.0073570410874683	0.437280735414643	RP11-170M17.1
chr10	131323904	131323904	cg23004031	0.0073641666635901	0.437280735414643	MGMT
chr10	9449275	9449275	cg12368066	0.0073941629638837	0.43786003344378	
chr10	130844400	130844400	cg12881520	0.0074144582958449	0.43841241866301	
chr10	1779835	1779835	cg02899206	0.0074206447035725	0.438495695593278	
chr10	13146947	13146947	cg06091155	0.0074452542529238	0.438942712892892	OPTN
chr10	102131013	102131013	cg07504977	0.0074523259628142	0.439094325635493	
chr10	134549036	134549036	cg06410158	0.0074538969461492	0.439122735814918	INPP5A
chr10	134596302	134596302	cg18005217	0.0074830184693001	0.439793714646819	INPP5A
chr10	49571898	49571898	cg20525763	0.007550943968942	0.441766829146395	MAPK8
chr10	100206752	100206752	cg06443542	0.0076348956935587	0.443642862695463	
chr10	131665419	131665419	cg17191256	0.0076605298293736	0.444047570416846	EBF3
chr10	49842613	49842613	cg23462772	0.0076627218671872	0.44406788880192	ARHGAP22
chr10	1130179	1130179	cg09070101	0.0076895704512369	0.444552578003644	WDR37
chr10	129922685	129922685	cg17295447	0.0077081840670146	0.444943100939628	MKI67
chr10	8204041	8204041	cg01134758	0.0077277910281308	0.445233551884372	PRPF38AP1
chr10	50820279	50820279	cg01295399	0.0077610038549046	0.446134590397434	CHAT,SLC18A3
chr10	90611912	90611912	cg02538681	0.0078259055308358	0.447410211258996	
chr10	21683094	21683094	cg08365438	0.0078470292522593	0.448195986034829	RNMTL1P1
chr10	9920219	9920219	cg10276674	0.0078600301513452	0.448423402196616	
chr10	127585443	127585443	cg15383811	0.0078608052222923	0.448423402196616	FANK1
chr10	670788	670788	cg06571559	0.0078795184552266	0.448657507126937	DIP2C
chr10	13726635	13726635	cg26334209	0.0079559031349171	0.450770118382276	FRMD4A,RP11-295P9.8
chr10	134546101	134546101	cg12108265	0.0079844671846049	0.451561592977601	INPP5A
chr10	105110867	105110867	cg26155979	0.0079917326499902	0.451593334558794	PCGF6
chr10	134590163	134590163	cg09625024	0.0080355517790786	0.452368153642161	INPP5A
chr10	125651697	125651697	cg08627010	0.0080447362341382	0.452671661515357	CPXM2
chr10	45495678	45495678	cg15601807	0.0080797357373194	0.453388940809264	C10orf25
chr10	108576571	108576571	cg12848417	0.008084118765472	0.453543494263762	SORCS1
chr10	51572497	51572497	cg14450605	0.0081269859410802	0.454726909145608	NCOA4
chr10	3278464	3278464	cg22762361	0.0082263793255403	0.456709204671625	
chr10	1714535	1714535	cg24980040	0.0082558547131619	0.457591160793214	ADARB2
chr10	44189890	44189890	cg10402715	0.0082638473495484	0.457812315044623	
chr10	1767483	1767483	cg16282361	0.0083040274641187	0.458564708013189	ADARB2
chr10	22894054	22894054	cg14215711	0.0083093552102451	0.458589100263289	PIP4K2A
chr10	133791976	133791976	cg02365648	0.0083353691846634	0.459068479514047	BNIP3
chr10	11344307	11344307	cg10608230	0.0083733014063022	0.459823710819638	CELF2
chr10	125425691	125425691	cg04549162	0.0083854061266332	0.460367393377373	
chr10	77871619	77871619	cg08481464	0.0084613058671511	0.462286129984665	C10orf11
chr10	16863140	16863140	cg00584885	0.0084807494758562	0.462779739122204	
chr10	134544141	134544141	cg16826739	0.0084967002078128	0.462948241547183	INPP5A
chr10	66813919	66813919	cg10288214	0.0085104891866816	0.463004975176487	
chr10	105510713	105510713	cg00730670	0.008515374072688	0.463150081424424	SH3PXD2A
chr10	132684010	132684010	cg11243001	0.0086283918514764	0.466066408178053	
chr10	79314844	79314844	cg00083188	0.0086486508723755	0.466617845656699	KCNMA1
chr10	103536342	103536342	cg25209842	0.0086643514853788	0.466935936890967	
chr10	128192897	128192897	cg07394719	0.0086945747906417	0.467712529689431	C10orf90
chr10	125804060	125804060	cg03284640	0.0087043449005703	0.467763487743267	CHST15
chr10	26505440	26505440	cg11328303	0.0087042114402303	0.467763487743267	GAD2
chr10	134420301	134420301	cg27437721	0.0087422011482497	0.468562013474784	INPP5A
chr10	13911332	13911332	cg05392293	0.0087527109158981	0.468852809370331	FRMD4A
chr10	80217969	80217969	cg08356028	0.0087970287237413	0.469928791026234	LINC00856
chr10	28035632	28035632	cg02161900	0.0088119963322879	0.470281263916737	RP11-360I20.2
chr10	1120795	1120795	cg27201679	0.0088238594123465	0.470584805800705	WDR37
chr10	123738374	123738374	cg08904986	0.0088315872419248	0.470615010716721	
chr10	25465430	25465430	cg26249873	0.0088371123775895	0.470615010716721	GPR158
chr10	49705591	49705591	cg03717961	0.0088570201696978	0.470997280689005	ARHGAP22
chr10	134572418	134572418	cg17994840	0.0088829915962098	0.471762037458053	INPP5A
chr10	135209993	135209993	cg05563890	0.0088866857513632	0.471765774203059	MTG1,RP11-108K14.8
chr10	13708204	13708204	cg24129198	0.0089896071772975	0.474156087014003	FRMD4A,RP11-295P9.3
chr10	131813486	131813486	cg10847915	0.0090090280079009	0.474431555385	
chr10	392243	392243	cg24318365	0.0091306668463706	0.476869126984685	DIP2C
chr10	102419617	102419617	cg07099331	0.0092040956674934	0.478758543844125	
chr10	134533755	134533755	cg19081662	0.0092057931467259	0.478800204203254	INPP5A
chr10	21787080	21787080	cg18224988	0.0092218758396013	0.479146368182057	
chr10	60936794	60936794	cg23712342	0.0092698537374775	0.480305193294351	PHYHIPL
chr10	130338781	130338781	cg00152946	0.0093027909159415	0.480808615888989	
chr10	45123608	45123608	cg25471987	0.0093089971908034	0.480958907448851	
chr10	135060549	135060549	cg25154244	0.0093187737824493	0.481128635954254	MIR202HG
chr10	134531485	134531485	cg13445334	0.0093466122274543	0.481809170795513	INPP5A
chr10	48427626	48427626	cg19239052	0.0094487606599578	0.484187513279142	GDF10
chr10	1031432	1031432	cg18953039	0.0094643192246861	0.484481047123169	AL359878.1
chr10	125528133	125528133	cg09298183	0.0094703761055492	0.48455355967398	CPXM2
chr10	38739886	38739886	cg25214090	0.0094702484718778	0.48455355967398	
chr10	125651034	125651034	cg09619146	0.0095191142349314	0.485554966513748	CPXM2
chr10	128594142	128594142	cg18932726	0.0095659357875964	0.486806775777116	DOCK1
chr10	129535459	129535459	cg25576011	0.0095848279622129	0.487174401755315	
chr10	134742867	134742867	cg08869466	0.009600362263416	0.487536034984372	TTC40
chr10	60937048	60937048	cg01037890	0.0096376667763076	0.488386790754699	PHYHIPL
chr10	118380175	118380175	cg11310496	0.0096584316817189	0.488994103496018	
chr10	2141637	2141637	cg18477072	0.0096849537196854	0.489743252338286	
chr10	12209668	12209668	cg07594977	0.0096904277301067	0.489931088459131	NUDT5,SEC61A2
chr10	125033932	125033932	cg19917650	0.0097152368847186	0.490591567269237	
chr10	118032034	118032034	cg06039355	0.0097637616214209	0.491454238609711	GFRA1
chr10	134505029	134505029	cg07016060	0.0097634014694517	0.491454238609711	INPP5A
chr10	135008730	135008730	cg00821587	0.009809450130758	0.492343162312658	KNDC1
chr10	123368732	123368732	cg01628053	0.0098811378062907	0.493450837744639	
chr10	135123240	135123240	cg12275410	0.0099028042065205	0.493905647849117	TUBGCP2,ZNF511
chr10	3171363	3171363	cg03455408	0.0099222843106045	0.49428251470744	PFKP
chr10	75411098	75411098	cg25736617	0.0099721558615928	0.495098483018144	SYNPO2L
chr10	89621419	89621419	cg21480743	0.0100822096956345	0.497464118046249	KLLN
chr10	106401320	106401320	cg10778841	0.0101356956161321	0.498387020331637	SORCS3
chr10	91597320	91597320	cg22356726	0.0101474431673875	0.498529299077239	LINC00865
chr10	91405266	91405266	cg14967972	0.0102208807685579	0.499493055319735	RP11-80H5.2
chr10	1245419	1245419	cg14698025	0.0102277086669046	0.499659330936487	ADARB2
chr10	51564910	51564910	cg06860721	0.0102346077399573	0.499760062866684	
chr10	1068528	1068528	cg11799387	0.0102391104615015	0.499794709750284	IDI2
chr10	1444784	1444784	cg15518542	0.0102424936215148	0.499813892364689	ADARB2
chr11	1358675	1358675	cg01097384	1.88395182960967e-05	0.054171566000017	
chr11	20618231	20618231	cg02027945	3.13845799882321e-06	0.054171566000017	
chr11	123525662	123525662	cg03109306	1.0576438312484e-05	0.054171566000017	SCN3B
chr11	76751369	76751369	cg04058752	2.20039057726469e-05	0.054171566000017	B3GNT6
chr11	105481320	105481320	cg04747226	9.83857690739208e-06	0.054171566000017	GRIA4
chr11	129444481	129444481	cg06137123	7.65778811097425e-06	0.054171566000017	
chr11	129488337	129488337	cg06213635	1.97502740174125e-05	0.054171566000017	
chr11	109967237	109967237	cg11022824	1.03099265942534e-05	0.054171566000017	ZC3H12C
chr11	93064093	93064093	cg11203512	1.66829679959037e-05	0.054171566000017	CCDC67
chr11	129488103	129488103	cg11507770	2.04436078459076e-05	0.054171566000017	
chr11	113143664	113143664	cg12308391	8.90132861931524e-06	0.054171566000017	NCAM1,NCAM1-AS1
chr11	78614523	78614523	cg13228701	1.26163505547358e-05	0.054171566000017	TENM4
chr11	111848165	111848165	cg17446654	1.49127360087287e-05	0.054171566000017	DIXDC1
chr11	7273149	7273149	cg18560328	2.17649583832957e-06	0.054171566000017	SYT9
chr11	1087602	1087602	cg19902122	1.30113055838639e-05	0.054171566000017	MUC2
chr11	111847969	111847969	cg21169203	1.73291285466541e-05	0.054171566000017	DIXDC1
chr11	105481323	105481323	cg07972135	2.71258726595712e-05	0.0543206248802127	GRIA4
chr11	15136150	15136150	cg12828075	2.66209211428221e-05	0.0543206248802127	INSC
chr11	129014782	129014782	cg13728449	2.51089069885945e-05	0.0543206248802127	ARHGAP32
chr11	123525670	123525670	cg13963553	2.48481811149575e-05	0.0543206248802127	SCN3B
chr11	47235901	47235901	cg19486271	2.5494943418324e-05	0.0543206248802127	
chr11	129145951	129145951	cg00315395	2.82408867666547e-05	0.0543707177967035	ARHGAP32
chr11	7273155	7273155	cg02269161	2.83581573224975e-05	0.0543707177967035	SYT9
chr11	62273116	62273116	cg03274456	3.35174351301392e-05	0.0543707177967035	AHNAK
chr11	15136505	15136505	cg12170314	2.94561683680334e-05	0.0543707177967035	INSC
chr11	1380328	1380328	cg16974513	2.87287889609337e-05	0.0543707177967035	
chr11	113145857	113145857	cg18891037	3.14515583362424e-05	0.0543707177967035	NCAM1
chr11	131939453	131939453	cg01208557	4.33272005225631e-05	0.0556883318141202	NTM
chr11	1380305	1380305	cg03370490	4.0408988695902e-05	0.0556883318141202	
chr11	111848088	111848088	cg20816889	4.39084201549874e-05	0.0556883318141202	DIXDC1
chr11	111169796	111169796	cg23882862	4.46979394290325e-05	0.0559432864313862	COLCA1,COLCA2
chr11	102702625	102702625	cg15124926	4.68070861366649e-05	0.0567702287985928	WTAPP1
chr11	2292510	2292510	cg15790820	4.81686214367056e-05	0.0570949707730289	
chr11	2840700	2840700	cg26958174	4.81950882755797e-05	0.0570949707730289	KCNQ1
chr11	65375067	65375067	cg04798016	5.0657329740965e-05	0.0574970328465066	MAP3K11
chr11	117701910	117701910	cg26502105	5.01667280796226e-05	0.0574970328465066	FXYD6-FXYD2
chr11	125106101	125106101	cg04164023	5.42084337738976e-05	0.0578403073828547	PKNOX2
chr11	113125329	113125329	cg07570298	5.35278777510142e-05	0.0578403073828547	NCAM1
chr11	114832002	114832002	cg10754561	5.30642763426089e-05	0.0578403073828547	
chr11	129123364	129123364	cg16188714	5.34336547719083e-05	0.0578403073828547	ARHGAP32
chr11	87908723	87908723	cg14428310	5.53055028439161e-05	0.0581141875883441	
chr11	131971357	131971357	cg11362049	5.70610814851969e-05	0.0587760097220899	NTM
chr11	113143736	113143736	cg11946963	5.87107770898752e-05	0.0589438365507034	NCAM1,NCAM1-AS1
chr11	117352731	117352731	cg13966609	5.95888680804684e-05	0.0591612788534209	DSCAML1
chr11	2735126	2735126	cg21592241	5.9685008924366e-05	0.0591612788534209	KCNQ1
chr11	113659953	113659953	cg06953577	6.44742123383793e-05	0.0596640624838269	ATF4P4
chr11	87908785	87908785	cg18395636	6.49776830792405e-05	0.0596640624838269	
chr11	19372013	19372013	cg25909885	6.50313703116245e-05	0.0596640624838269	
chr11	123525666	123525666	cg15457899	6.92545213424359e-05	0.0610912634761522	SCN3B
chr11	131780330	131780330	cg15585794	7.19671926451867e-05	0.0615974473485097	NTM
chr11	7273046	7273046	cg16437728	7.37512412693735e-05	0.0620964166291267	SYT9
chr11	87908805	87908805	cg17108629	7.41355336087604e-05	0.062121479521886	
chr11	70415440	70415440	cg21323244	7.41405826412126e-05	0.062121479521886	SHANK2
chr11	87908939	87908939	cg04421271	7.47044635844745e-05	0.0621912105819887	
chr11	118402343	118402343	cg20001829	7.62684551164159e-05	0.0622802389290526	TMEM25
chr11	125753373	125753373	cg17259265	7.84335938669015e-05	0.0625801194297698	
chr11	1358515	1358515	cg19389884	7.89396129958866e-05	0.0627515857459962	
chr11	115024627	115024627	cg26706187	7.89420127582331e-05	0.0627515857459962	
chr11	109920791	109920791	cg17651855	7.97475322757369e-05	0.0629245912912735	RP11-344L21.1
chr11	128839788	128839788	cg10612775	8.31287649245753e-05	0.0636548161113578	ARHGAP32
chr11	112916250	112916250	cg20297670	8.72482923559192e-05	0.0643983805620442	NCAM1
chr11	46407440	46407440	cg03440850	8.95415188202272e-05	0.0649387060586416	CHRM4
chr11	129183282	129183282	cg03131729	0.0001068615322161	0.0692733812010263	
chr11	124791390	124791390	cg05768922	0.0001073743824233	0.0692733812010263	HEPACAM
chr11	33400575	33400575	cg07593978	0.0001076538014139	0.0692733812010263	
chr11	133035053	133035053	cg20941739	0.0001102089107766	0.069656047044504	OPCML
chr11	111847985	111847985	cg15050390	0.0001186396668988	0.0718001696776915	DIXDC1
chr11	7273049	7273049	cg03226737	0.0001243187801333	0.0723600376393548	SYT9
chr11	68384209	68384209	cg06404763	0.0001247357513652	0.0723600376393548	
chr11	70415494	70415494	cg13705616	0.0001230467417824	0.0723600376393548	SHANK2
chr11	15136346	15136346	cg22792646	0.0001322030707993	0.0741600011648336	INSC
chr11	61106776	61106776	cg25620125	0.0001351307703564	0.0746592143887457	DAK,DDB1
chr11	113144258	113144258	cg14673319	0.0001402851092201	0.0757534148866652	NCAM1,NCAM1-AS1
chr11	15095178	15095178	cg23558842	0.0001410769569691	0.07578182128122	CALCB
chr11	71313232	71313232	cg02050593	0.0001426376126497	0.0759487815647982	AP000867.1,KRTAP5-11
chr11	850297	850297	cg24869272	0.0001436101133957	0.0759603510451277	TSPAN4
chr11	130089890	130089890	cg03933026	0.0001468421774305	0.0767635401307145	
chr11	66083541	66083541	cg11067179	0.0001476245324972	0.0767881047387209	CD248,RP11-867G23.13
chr11	1300592	1300592	cg18551169	0.0001505359773193	0.0771451996261229	TOLLIP
chr11	131560559	131560559	cg20073412	0.0001504655065466	0.0771451996261229	NTM
chr11	14994230	14994230	cg13491234	0.0001515818300184	0.0774131073614129	CALCB
chr11	129183160	129183160	cg18971175	0.0001555760142353	0.0779241199760572	
chr11	3143272	3143272	cg19068644	0.0001578996651166	0.0781567101057713	OSBPL5
chr11	68384193	68384193	cg05589396	0.0001583512595887	0.0782736835074997	
chr11	131560939	131560939	cg13551510	0.0001647135112808	0.0798591902337439	NTM
chr11	61450771	61450771	cg20144359	0.0001672709539055	0.0803529648348973	DAGLA
chr11	2292512	2292512	cg06272038	0.0001784469002847	0.0827143152656155	
chr11	50257497	50257497	cg02254774	0.0001799334960964	0.083000634890553	
chr11	113113936	113113936	cg08743050	0.0001800841479461	0.083000634890553	NCAM1
chr11	64242816	64242816	cg22824291	0.0001836813497476	0.0834380771419835	
chr11	14402943	14402943	cg12643049	0.0001897067536838	0.0847465720063498	
chr11	36615352	36615352	cg12057318	0.0001926907773693	0.0851870303647866	RAG2
chr11	15136476	15136476	cg13997645	0.0001990720702607	0.0863595878146538	INSC
chr11	66243281	66243281	cg14418275	0.0001998217616791	0.0865798259029835	CTD-3074O7.5,PELI3
chr11	56259268	56259268	cg14186824	0.0002026128697058	0.0872778800110849	
chr11	2569801	2569801	cg08419850	0.0002105111695404	0.0885542241084852	KCNQ1
chr11	66358017	66358017	cg16313230	0.0002143285509675	0.0893157330057012	CCDC87
chr11	65374833	65374833	cg01180479	0.0002159766261526	0.0895638133490331	MAP3K11
chr11	19372015	19372015	cg24137774	0.0002178732976595	0.0899237589718752	
chr11	129062278	129062278	cg06466839	0.0002198882044353	0.0904166473478687	ARHGAP32
chr11	129488232	129488232	cg15185570	0.0002268635757599	0.0916854972061999	
chr11	62239251	62239251	cg26699546	0.0002336232489896	0.092684451301905	AHNAK
chr11	45264610	45264610	cg01172626	0.0002365840133873	0.0932923614849576	SYT13
chr11	131918150	131918150	cg20827960	0.0002392317877686	0.0935560371141432	NTM
chr11	66078665	66078665	cg15945475	0.0002398896145176	0.0936540702258069	
chr11	123448238	123448238	cg09951320	0.0002477013651607	0.0950934192186497	GRAMD1B
chr11	115531002	115531002	cg02256049	0.0002509805064128	0.0956035294594924	AP000797.3
chr11	102159620	102159620	cg09489470	0.0002523869676371	0.0958788134164979	
chr11	131920674	131920674	cg20637081	0.0002529304326963	0.0959888605964768	NTM
chr11	126582317	126582317	cg10640398	0.0002580165051923	0.0967415978494419	KIRREL3
chr11	128893852	128893852	cg20892287	0.0002593184317974	0.0969686104048123	ARHGAP32
chr11	1316437	1316437	cg22275872	0.0002616392916812	0.0974352781851132	TOLLIP
chr11	1312042	1312042	cg02994066	0.00026453116098	0.0978240776095837	TOLLIP
chr11	2569833	2569833	cg20768429	0.0002645337194119	0.0978240776095837	KCNQ1
chr11	315909	315909	cg12047941	0.0002648055507141	0.0978332868572159	
chr11	64198213	64198213	cg22410262	0.0002650391306854	0.0978377369673841	AP003774.5
chr11	134253885	134253885	cg04946387	0.0002664140594532	0.0981284737661829	B3GAT1
chr11	113144593	113144593	cg25411363	0.000270204952417	0.098909200450524	NCAM1,NCAM1-AS1
chr11	43569556	43569556	cg20809378	0.0002758348614749	0.0997080361617457	
chr11	129183229	129183229	cg02931729	0.0002813085380874	0.10062659226249	
chr11	129088588	129088588	cg11242708	0.0002843864351671	0.101007242300738	ARHGAP32
chr11	123430950	123430950	cg05543458	0.0002880491568176	0.101445521217287	GRAMD1B
chr11	111250202	111250202	cg11362935	0.0002886929175196	0.101543813591609	POU2AF1
chr11	115581830	115581830	cg22821289	0.0002888763243057	0.101561719693014	AP000797.3
chr11	117190161	117190161	cg16864999	0.0002906361563833	0.101901243929251	AP000892.4,CEP164
chr11	3143293	3143293	cg04226092	0.0002945815866997	0.102348735721469	OSBPL5
chr11	61511574	61511574	cg17058012	0.0002987180092029	0.103192921081817	DAGLA
chr11	66084661	66084661	cg13383058	0.0003135173034514	0.105140186211728	RP11-867G23.13
chr11	64242797	64242797	cg09238106	0.0003168749358582	0.105545886231129	
chr11	128737415	128737415	cg13675753	0.00032196295853	0.106455139408048	
chr11	63906051	63906051	cg25819103	0.0003237764550216	0.106780273326971	MACROD1
chr11	123396371	123396371	cg14374432	0.0003337950366168	0.108483992142937	GRAMD1B
chr11	86383940	86383940	cg16008627	0.000342705795621	0.109395304283977	
chr11	113660932	113660932	cg18935108	0.0003417074557753	0.109395304283977	ATF4P4
chr11	105481318	105481318	cg03225817	0.0003543683562536	0.111793848654477	GRIA4
chr11	113143181	113143181	cg23958319	0.00035784402964	0.112002097570825	NCAM1,NCAM1-AS1
chr11	3253839	3253839	cg02475301	0.0003598559917867	0.112337197041435	AC109309.4
chr11	107779100	107779100	cg12974393	0.0003601510872041	0.112345352622148	SLC35F2
chr11	74022477	74022477	cg19975933	0.0003641881111908	0.112683720266135	P4HA3,RP11-632K5.3
chr11	106698694	106698694	cg04279164	0.000368625366919	0.113131335177686	GUCY1A2
chr11	64146872	64146872	cg14010513	0.0003844583035257	0.115207051617967	
chr11	129613767	129613767	cg01220192	0.0003874119859932	0.115463613017591	
chr11	111848326	111848326	cg27207470	0.0003912005837119	0.115868999726369	DIXDC1
chr11	70332530	70332530	cg20671578	0.0003945980916701	0.116567299490399	SHANK2
chr11	70289559	70289559	cg20500230	0.0003986179730361	0.117295399656493	
chr11	65374663	65374663	cg19811337	0.0004013251588957	0.11763389589031	MAP3K11
chr11	404001	404001	cg08490233	0.0004059676160959	0.118289079640221	PKP3
chr11	369876	369876	cg16004226	0.0004082947227498	0.118468543702778	B4GALNT4
chr11	71294744	71294744	cg01860517	0.0004168035043296	0.119100498385153	AP000867.1,KRTAP5-11
chr11	72533296	72533296	cg13771313	0.0004266825105344	0.120204064353258	ATG16L2
chr11	96124636	96124636	cg10985320	0.0004279937219342	0.12022018408443	JRKL
chr11	87908632	87908632	cg04653522	0.0004371709272676	0.121409982112782	RAB38
chr11	69867047	69867047	cg14111334	0.0004430692309381	0.121752801225555	RP11-626H12.2
chr11	119791729	119791729	cg27004521	0.0004489060510757	0.122710878112357	
chr11	113660696	113660696	cg26945670	0.0004518851043945	0.123042068839142	ATF4P4,RP11-667M19.5
chr11	65375203	65375203	cg07465275	0.0004651374082773	0.124601015522232	MAP3K11
chr11	134126284	134126284	cg20203469	0.0004703357878855	0.125209142278246	ACAD8
chr11	113049176	113049176	cg27255672	0.0004707525930267	0.125239124728431	NCAM1
chr11	115529823	115529823	cg08019736	0.0004725697456757	0.125404218146158	
chr11	63885584	63885584	cg13263274	0.0004852523417201	0.127233895075993	FLRT1,MACROD1
chr11	131779935	131779935	cg25881591	0.0004891258389717	0.127370015151244	NTM
chr11	6518331	6518331	cg21500354	0.000501229537498	0.128496529779253	TIMM10B
chr11	125326448	125326448	cg20461455	0.0005086552056917	0.12916248584486	FEZ1
chr11	61477833	61477833	cg26592208	0.0005146121238429	0.129916466709941	DAGLA
chr11	125106135	125106135	cg07747661	0.0005226558172068	0.131036338728506	PKNOX2
chr11	75031055	75031055	cg01901332	0.0005247652492648	0.131250073454894	ARRB1
chr11	2833259	2833259	cg03155200	0.0005286953258842	0.131964842075678	KCNQ1
chr11	46354101	46354101	cg18765542	0.000538305183089	0.132655017761668	
chr11	2019667	2019667	cg16303279	0.0005402033826596	0.132800427936963	H19
chr11	64028733	64028733	cg12647801	0.0005410301545297	0.132930154208873	PLCB3
chr11	66102146	66102146	cg04808027	0.0005536524026931	0.134763060095385	RIN1,RP11-867G23.12
chr11	2019731	2019731	cg02694715	0.0005684841753446	0.136474020393949	H19
chr11	1058043	1058043	cg26709500	0.0005865966904978	0.13823064139012	
chr11	111385779	111385779	cg09170311	0.0005901037886533	0.138648252851132	C11orf88,RP11-794P6.6
chr11	17939680	17939680	cg12673019	0.0005983483306846	0.139157533073418	SERGEF
chr11	111848400	111848400	cg20321756	0.0006002154760671	0.139279000862254	DIXDC1
chr11	111847892	111847892	cg15925695	0.0006013179967814	0.139341309360137	DIXDC1
chr11	121970726	121970726	cg03891346	0.0006068688147497	0.140048321573603	RP11-166D19.1
chr11	18813556	18813556	cg16426537	0.0006179562865272	0.141160682226244	PTPN5
chr11	316340	316340	cg15013527	0.000622381526106	0.141450133948415	
chr11	113147176	113147176	cg20857767	0.0006286849449312	0.142179105967869	NCAM1
